rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz
436.741130440723,14545319811.3785,1012834673.24346,496484858.070343,1019228073.99533,847240797.993347,42706644.6371122,0.493299896805317,0.376225808278505,0.395644409743286
382.608140211482,13913946362.6484,1261552907.04689,553712428.838121,926925894.014326,929584808.192253,41281225.2676782,0.417639372763662,0.361429956487907,0.43122897271302
342.402555364232,14360698393.7958,1008642256.68986,600156635.152823,888381856.229306,820176981.639027,41051293.4101359,0.483347930776846,0.30370603989884,0.480064952008678
498.694674316393,15441702425.5648,1064309623.66866,631835161.39261,770443509.537394,1071091952.4296,46246079.3118025,0.503769047922976,0.339417477455212,0.448917787345631
378.972440066372,13651113828.6671,1036368535.68974,543720606.585985,781379525.032117,882826987.208093,35088690.4342085,0.495374946892012,0.367617903639232,0.465413474513521
412.204523397835,14786361511.1534,936016402.61736,544051968.827342,821066286.557423,911643088.98728,47040886.0002615,0.453458725994639,0.418929686714851,0.455680979309266
448.508184713447,14268782582.5815,1026828438.71538,516113369.682374,872848872.93788,975567819.513367,41032983.130064,0.441745274349986,0.36051852447158,0.387298191383642
381.592836789627,13835255018.4781,1104051387.59098,602001950.661936,912028162.133962,911612348.39449,49937542.9005402,0.481571512782977,0.43912716830814,0.403544215638687
422.515945394132,13723223981.4648,1164969853.92851,641850623.954219,671599588.284188,782087852.166174,36178617.8841423,0.485766138011759,0.426691487647565,0.420783581047813
433.986459171248,14858576621.5698,983437589.882713,629947543.317507,794860617.4856,1038484636.49073,42132087.9128839,0.543401183994896,0.356187824149307,0.460640351452243
398.861007772791,11240992245.4535,991075819.068436,642976354.088267,854767450.014419,800872405.162461,39622059.5629606,0.478652478484283,0.335059692956355,0.477410334779292
375.664446926687,16638587340.0555,980334641.941286,617934573.55751,728754904.093269,836500807.532847,39762091.7228141,0.485742407069538,0.407047359475614,0.448071139590414
386.406970616702,15238931635.5135,1186812138.74144,613149188.914509,908582696.792362,938978644.439872,38097882.9347693,0.50247184082022,0.347552111673541,0.408729546060137
408.48364543874,13656645457.0866,1084526155.42203,641937073.705811,949458519.34881,883903565.073147,43654832.9857524,0.455871319735659,0.380541004427796,0.454139908859784
376.621483625918,14477157942.9491,1165075306.86338,611458983.506052,1008162072.99359,846877629.326653,39154212.8061973,0.385280636391698,0.405869951962873,0.472718091053209
398.174580941459,15355860293.2393,1119202640.85046,623484351.225934,869192256.709176,941427465.266494,42699470.283585,0.597168555138887,0.328600060876759,0.354337989902998
355.596518809478,12549403577.0837,1051359146.4688,595659332.194756,840702201.661988,950569655.76176,43915164.0644962,0.502082393584945,0.438151119453625,0.488203221000421
349.873826100226,10808438066.5566,1198136864.48455,494651183.41009,865222484.887859,904953954.210241,51683928.5529403,0.46376769433717,0.353127581996341,0.445257720757067
411.247478189885,14188608346.0781,1032129575.82993,531793535.78004,886687555.490187,780660727.520808,37906728.7432237,0.529167781832534,0.35641680114489,0.428896005090548
437.498518688673,13667061376.5519,1212142058.64454,584959969.054323,946533613.397368,958505109.480031,41369336.381387,0.426571935699564,0.33319637119024,0.423252006649808
383.795154325033,13514096594.1021,1207106326.88585,587829886.945096,957782296.99931,853815488.011188,46380756.3209531,0.442610902350801,0.378568693960694,0.477227095324629
384.765256098595,13472395794.3577,1319188699.11067,663483851.857061,822354754.620346,960273103.246087,40747712.3502181,0.499964830403618,0.424669585345841,0.365203568416028
442.677571700528,16144179484.8913,1104230550.68359,711666174.146859,872840150.739483,790196741.752772,32997901.1788712,0.451429889958784,0.398543810855383,0.448807236395701
417.982879214065,13276806543.763,1114839379.47178,506585111.97147,794156247.325126,827919533.261568,44466626.5135752,0.466338725240161,0.329014307499715,0.43458566614973
373.69362321607,13150541783.252,1193984567.06736,612738057.352528,893723511.919111,981466964.640107,43031690.4080202,0.492724906180084,0.397406271071364,0.485921476711549
420.481485902076,16079739124.7908,1101498091.39321,602966108.79766,1005711962.16867,855791088.432429,42257677.8752111,0.509957792626959,0.377572884853939,0.496114604886948
442.889038273061,14500735305.235,1013543278.10026,640200565.226071,740650638.453755,923800191.068597,45686995.9830838,0.476949047316074,0.404723990509486,0.523691116936511
438.466253884349,14465999659.5686,1169532847.35472,631645081.472697,746486338.983088,864204503.082999,47446470.0130459,0.464964617600986,0.393666145921064,0.391217246754059
403.970911929897,14935721508.0261,949381072.26693,626925823.413492,843855680.85906,817031597.953721,42111093.8844035,0.378442580147832,0.292839264223605,0.383803835113899
361.623216303407,12437122633.2507,909386564.505447,623329125.52601,722467157.302549,911693610.499369,45596656.5465114,0.466896009079144,0.375463645874188,0.418550168038346
341.869479351444,14028175224.3527,1204609365.88147,711180767.503205,822509255.725197,755010003.02483,42972892.3398754,0.484571618018049,0.363557442712928,0.385022315401583
482.634261530445,10765366612.163,1042966778.0782,525793507.329189,804810571.594895,930416972.483355,42853270.9968474,0.433808672006316,0.400904531193976,0.462074135701483
427.365990410704,13490203807.9218,1214253818.19381,645896374.742073,1075110017.79036,997652534.861414,47160024.1294572,0.469474111236106,0.324072040690621,0.418851875733853
370.964977587239,13295287815.84,1160023859.70021,572133045.675654,782551213.548306,864843260.761986,41589681.4471841,0.48611591790227,0.336561940907137,0.448803310046121
404.51291073372,15955963112.0529,1075585666.83252,597718746.683393,758808574.063346,776837879.079609,43582256.4862372,0.455348860689067,0.390739278873429,0.396169228948749
477.985452157791,14262137260.6955,1214083746.57105,592118023.896735,845518034.2681,963980320.953414,44618915.4600733,0.414684091430491,0.314983819881822,0.387242752024981
344.554832416409,14173849694.0825,1053816361.37034,583569823.153579,742512113.283655,972052424.906677,44127125.3142992,0.462814630009286,0.409987900390128,0.396981893271243
418.02662587582,14580865937.0502,1137396916.69529,561683716.892063,887576253.174802,855324888.516671,38480490.6358804,0.410807375694419,0.410606741788851,0.398201426763379
394.440891459702,12386934739.1553,1066358755.56418,410048059.34344,766062332.808585,773125042.017383,37981688.1195955,0.457040422306046,0.35989706257059,0.519581303950533
378.431420840446,13737621879.2443,926543517.398273,576943345.853802,744487766.010015,904486803.674698,45875721.7930828,0.485878636820607,0.345936928060843,0.364071384165495
459.98353380131,16978408074.2038,1112256565.93934,545891547.601467,962431470.77545,848311529.707873,40283873.4871479,0.508393823509295,0.320469823398677,0.349881202990911
353.484263758588,15001491808.8544,1060149791.58016,608679667.052224,791332194.739655,761936223.16515,42995036.879753,0.464098102871636,0.416603837035261,0.469874127059237
443.659009667721,13034754242.8824,996109853.045471,528976657.543035,902285508.718083,1153261242.12699,45345174.2184238,0.430897906429491,0.403122775666513,0.385917631511363
344.205760311263,15100785381.2034,1013520530.5152,625010876.695108,980374390.97343,937926172.89711,46199396.1019057,0.392009037044211,0.396609148281391,0.52802484804154
423.101656109965,11918832350.9961,1076687723.5651,575575144.637737,892405153.864397,938910054.083254,43983752.4192787,0.450011438933857,0.34970708011044,0.409352878873316
435.640865892046,11479042573.234,1076230493.90056,622247660.929585,803380151.41441,944788764.115119,41968279.3720011,0.423181329837846,0.378002723489004,0.423334044636768
384.929807481242,13087667569.7752,1105766329.61116,494015596.137532,825248702.289844,852739874.783521,38415173.92935,0.497481024199478,0.344685109180418,0.458517539406928
440.549761589825,13868886155.0027,1129543906.09228,644612557.066947,852524892.07486,950527788.022248,36932916.2255094,0.518856793359297,0.335188268338657,0.355445636862133
456.952515778742,14001533718.585,1148350420.8348,583857746.63288,771767235.246526,624646427.81427,44917011.1173434,0.453611832299036,0.364658843865146,0.452643833709864
344.411333012941,13062133082.1959,1225106254.61055,642088961.916876,749360649.155636,703074214.2354,39855102.0510883,0.476993635556059,0.407056421918849,0.439077058844011
356.3338331593,14521289011.0752,970172217.149941,547644624.365427,803297296.707333,790893440.553651,41124383.0049146,0.424972331855091,0.361372475681212,0.414884662820612
384.933316879293,13380433079.084,1234554392.60159,642842695.087428,864561991.734702,769471982.747129,35397516.6531526,0.375246062201245,0.46891328193251,0.477298304287356
411.696066693367,12717218690.185,973026407.856113,639045990.367957,994001423.84898,749056535.919559,40370154.5063302,0.463063560202415,0.297897704993158,0.471594186486337
384.737695551336,16784161833.2704,1056053094.66278,630657321.008765,761294861.679221,845407198.477185,37329583.9509407,0.485333265636595,0.420428429561806,0.409176583359943
418.896623863529,13379272779.6449,1110235163.09875,678343150.828041,869822955.215327,808256747.619074,38646792.122861,0.459066870001143,0.364869939982277,0.397337038463313
408.632851372495,15874443126.6654,1071409547.72532,593472144.207705,670267361.590611,831912501.753744,36380417.9345983,0.448962841799064,0.391551812224385,0.501262213479491
473.569539916403,13925226298.2689,1063823399.05804,655396916.400712,901613268.312049,970761448.824729,45559511.4535298,0.39786974840135,0.392101539297483,0.431018052548731
370.86621929798,13112645139.2605,1239847311.42053,556807077.80872,753182168.497608,921114024.02843,50769226.8504331,0.468193392040355,0.383468739028383,0.394186246337692
468.581232944904,14266022517.2593,1157272226.52924,548183744.856087,932888514.233479,936845969.999372,37383358.5279486,0.468855863930398,0.355237731942078,0.439752285462456
391.324607021815,13822345417.9268,985494810.539421,586279185.494664,925366649.882813,1059081277.56602,37364257.5010252,0.578025133506341,0.428770100205263,0.442330076259459
389.29146259924,13105517294.1049,1190535989.94713,563782559.932387,819786687.056668,981435154.930599,44112470.6919251,0.508878101854644,0.39077603143955,0.417560974605061
380.756430474963,15211990432.7741,1025248691.03714,677762034.237188,927444464.479859,927699992.766375,42283382.4233692,0.484074322654985,0.503192414842205,0.430109005180727
338.902555902964,16788278141.552,1166036286.45311,566611569.943339,1084440794.71754,951436781.611124,43513337.2122647,0.430674694621567,0.332384600425451,0.358073989594469
384.406129749326,12606102843.1122,1170202557.38008,586622332.015977,1011526971.36723,1037972033.97134,42963013.1582444,0.453794934532607,0.41486056805568,0.385126918002923
428.422338250967,13147140700.6556,1055017387.91806,565164106.501134,908959270.346995,831589636.584313,37774099.5588767,0.492824086670103,0.356248447232483,0.45072904167089
387.257153137458,14469695812.6143,817176970.996325,634091495.442519,1018795580.70806,995472967.072874,46120082.39816,0.455804548915718,0.378733128568279,0.445624855286381
405.250360767292,12919792165.6441,1060300401.87368,595277323.68701,818173397.387598,977216708.675244,52999283.8398323,0.405200290455865,0.376774257796371,0.372256506828791
453.661578139685,16076468592.7917,916297690.326881,723627658.386913,766256643.181279,922208080.191749,46914891.5143823,0.473873714740454,0.457398768244078,0.554736267675404
406.93314558373,11402875116.4648,1058900170.04794,554482223.14646,793755438.101738,800064179.481974,42600248.1904684,0.56537960492146,0.345370476975422,0.422797568714246
448.201459256641,15798770338.8449,1152374993.25159,668029242.205467,934322410.210523,867329383.979943,44082665.6387808,0.45303060471493,0.338524891056017,0.462611427564683
404.088791546392,13826263978.0726,1131074626.58761,665707453.622279,893256959.807019,919298334.508462,43452389.6158001,0.469391988563136,0.343189855725454,0.469225004402526
457.932224976144,13337374862.1871,1310876621.15157,595188109.398855,838534855.745402,820813025.259612,38920557.937947,0.422496081932477,0.385165282897595,0.504470645090135
422.553001456093,15293479041.7949,1246484118.02837,454428033.664567,845083360.075944,933587892.845817,45301558.9784028,0.406063428471234,0.33458167499512,0.469394730934009
396.70237484636,14869214203.7299,993437238.48084,506879765.024541,924908839.079515,1009361593.72539,49168410.0707521,0.395446745541499,0.322269090544407,0.370887677336629
399.709052325334,13222670621.5768,1243440761.66439,517708766.601884,709732557.321771,920268019.091542,47312232.179777,0.429508161309113,0.324918325092747,0.428504086136515
335.697415868599,14114353276.2793,1190054258.33286,619058389.262206,695388126.755651,853346421.99283,40993062.8737153,0.551694285513232,0.406032485205688,0.43251698885772
453.936679614191,12617891284.5167,1060738399.95802,691448683.517778,988612363.162706,967616564.821139,44344143.0935898,0.439627909281782,0.399710266995783,0.398975258813454
424.441519902036,14487027358.9666,1224224673.04695,580064455.363816,914160088.240478,973279771.737145,38472328.5018512,0.474296634227762,0.431417845499526,0.439891127410828
388.993701663483,14733344758.2984,1068779439.0942,632714935.62092,847901971.424569,900101818.839282,44217490.9016576,0.530620132184786,0.388809733906562,0.506704689081508
319.966668117429,13456916200.3027,1124949357.53008,555266035.34585,749818418.999814,957395996.110874,44859619.3954894,0.480514099952271,0.386705759752107,0.39713051637052
381.405048010028,13939615553.6362,1023420045.80061,625973901.041052,1062772308.1138,858269199.666715,45006492.8255008,0.418692365705164,0.421831431042033,0.392842394521446
409.758784914287,13218322445.2269,1155284593.46668,606554266.333984,855704073.927398,1167690344.56552,39606556.4799734,0.464810732041566,0.471808549000708,0.385118955151212
423.577667557452,12573194465.3958,1212282058.8811,625710284.681704,915533967.853317,876608146.582997,43306164.3510636,0.535766379460968,0.287366222624677,0.363951853465926
418.057477808184,13167351477.2865,1066444312.06278,515173076.92128,781715681.542803,865307319.591701,39201815.3269139,0.426535149315706,0.356307299767559,0.393994014893793
455.242037504071,12697219108.0923,1298807724.05831,583180501.099867,734709917.091174,845964660.276293,46219857.524198,0.51631189627821,0.37796045469505,0.447501913930577
426.784978593566,12034137613.0567,1035082711.03536,494983765.362569,820885101.215878,987355856.064628,45302352.3137066,0.573841595884824,0.378202269076609,0.341192652301061
469.190664493793,15896637943.7203,1034981465.64902,619353817.709765,926477501.257838,936445719.293724,45213270.9948951,0.461736183386584,0.370555758325476,0.438831855366412
369.686013839695,16094854690.5482,1099709249.26092,647457920.234316,786004580.777123,804794738.631269,41885229.4614726,0.455195555401749,0.41644744605319,0.461363771357345
423.076570408791,12054007845.3889,992662543.61475,618107966.094835,829585245.579964,1018088850.11337,47938768.8085764,0.439876747904999,0.404555044394091,0.495702070081576
414.265077884899,16377247363.7926,1215776231.82867,618838271.329776,934844734.688045,919285316.532785,40516007.1097203,0.483740022896255,0.373347483251241,0.419138544188123
472.466749331584,14401687116.6093,1399085540.8948,587922691.170058,907985176.25378,1044468117.73508,53806132.0508583,0.481176451915277,0.342602384596159,0.469947040114038
348.402900084321,13704068885.5256,1128891927.3763,696113390.787567,983004963.480372,899269213.796636,46175179.8943803,0.451996204387598,0.396593845764796,0.518315286326454
407.67336841733,13666461917.8275,1044058897.17238,649274945.710658,974422766.994431,1093438737.12081,42498195.8756819,0.474613777372102,0.348463309254516,0.505121629933117
398.352959415369,13423128115.9326,1339064375.58735,654934326.716765,921053406.931178,811076738.208343,44104196.0978289,0.491290705775584,0.331368503954891,0.425177941346589
385.128526208407,14833664400.092,988346821.739366,671846823.341606,1012892103.36418,874363372.5119,42232985.2789596,0.490659855739192,0.416760973979091,0.457707771241895
417.318019217478,13409638858.0239,1073571537.07915,643029301.607359,1004123280.27258,953009725.922224,37171890.7284499,0.487223920164583,0.368573108155809,0.424383610198505
392.583506627067,12850331393.2512,1063756563.85526,558341271.800207,828116854.00818,912329502.862643,43006675.1504575,0.456928845510884,0.366322852957964,0.436465437564064
419.775922475719,15895722766.7933,1167162115.58385,588497750.486653,910883373.050101,879613554.002203,34742614.9606201,0.35738392800827,0.308254254883808,0.424684964147931
376.510706956791,13075215368.8778,1103481666.51461,565940887.672603,805293019.066107,956727796.863344,45576655.7461631,0.58078848952214,0.383249555895203,0.437536913644156
378.336664981937,13814862621.2599,1093459933.64291,499489852.841091,837365332.296973,969344857.79613,39857139.4984467,0.490080698657011,0.408881584324299,0.481855594934387
432.562309787187,10905819338.8791,1036987634.71564,660484688.319835,893406592.823234,902192325.221678,44116589.6498158,0.519774396023845,0.377720271568576,0.401999718681665
394.149919983842,13797141474.1193,1197566896.46686,630846691.777806,906543316.131959,915085668.033372,40738451.6651835,0.469855298477462,0.380061446479358,0.374181675029378
408.560853170903,15396873540.9364,1086904686.04944,701132652.498328,907658147.610169,863849808.207279,41619022.4715642,0.454148225687213,0.380969680917782,0.467828858127892
389.664611952439,14735860894.3068,1291921959.42938,662302236.277819,930415056.406208,828278969.235954,40011678.2383663,0.47832716247821,0.368255896294519,0.364310392447697
340.595212386579,15535807395.8105,1015694164.05592,731786273.553009,668508451.742324,942222041.769664,42272392.2930499,0.431683624264345,0.38704088353221,0.400467399925243
435.891422635144,14184133390.6891,918842519.204141,458958916.052986,835090078.037598,1005078182.5968,43035543.6992673,0.469533485673034,0.397584435939021,0.374386782363673
458.592849885826,12830486534.5997,1103163779.78475,583838915.354045,872338982.407272,726406765.435077,48711210.6886212,0.492489334848564,0.446769302796207,0.496625173747326
401.842142825419,12766802705.7213,907905028.683095,606894569.376803,878321221.243505,996061927.359452,38249966.2224824,0.504117039647641,0.374657188927812,0.401344619751151
432.454741412489,14464220485.6502,1073174976.07361,719605175.126105,911848032.023271,891810577.848582,43442551.3962931,0.471065044205859,0.378457661513472,0.454731215171642
377.157243327596,12966915280.7664,1138649185.39424,720077717.70493,833113958.738303,810431728.808498,41261419.9226646,0.444396508313161,0.359822783793195,0.455685032303309
396.163176728272,13252476503.6147,1050242811.13112,525738733.561307,785610289.311876,774336548.117403,40088686.4388488,0.416325918883096,0.345693700423694,0.421878027259666
353.197889702635,14062633970.6941,1136420569.41404,547507430.857302,955224786.025044,758726792.852597,40613639.6580326,0.39766515338683,0.359179869344006,0.377409658100747
378.308528614625,13046265738.7649,968780096.128279,480763432.855427,908050863.268684,1082118328.38277,51667695.4576062,0.44401530673924,0.370288690836771,0.414740005246175
404.429718478348,12795376598.6118,888061447.154471,603658387.884583,754187132.770987,730201690.305943,52305633.9709294,0.456102755167509,0.387024363501676,0.486872384071209
333.758255550434,14672038016.5557,1154155860.06914,610898944.513813,873047332.804126,854147117.563059,45326104.911272,0.427307724848145,0.342374513309005,0.466552184344067
469.076076929598,13545489129.9814,1043504594.80314,630590179.631027,951652213.210865,989042875.436266,43411644.0168069,0.437373214788003,0.395427190308215,0.431553331703106
456.649499135028,12105755777.4483,1114534939.78413,684006114.225968,816945805.589891,845410699.385133,38323297.2988124,0.453983546525251,0.364540471510592,0.440948240602518
422.962285519397,16673843681.2178,850763094.371676,658102536.033246,886882218.409596,783833184.910345,40436963.2662739,0.483000562587355,0.505116366157798,0.555470510799992
347.199388758656,18366096679.6788,1178736284.24114,602046072.687364,920915897.914509,883271667.255601,41744990.7159877,0.536568878283581,0.424416083020578,0.496647869984188
428.333971625051,12388576400.3454,1177838876.76796,704636826.601775,901504507.510613,995058490.918517,45342270.6946586,0.452829308812493,0.382932018575996,0.400753198036499
437.039872398741,12473703181.5944,981543094.266751,556821552.945987,606428072.48934,1031461176.3545,43644317.8604535,0.431744847494775,0.422975105691542,0.360549035779864
397.277509441324,13749718404.6022,1134094636.70831,624821405.074886,785149712.784052,899044685.957766,41572806.2975062,0.496313930327592,0.412669482888269,0.483253388446226
366.715918479543,14198913543.4199,965580300.059821,538403091.720039,858896140.262821,1039960214.62208,39016387.4728388,0.484343390555895,0.363608260235509,0.483604992038429
357.668322786238,14135788430.7655,1159736848.07973,672548625.439939,992207499.413458,909503454.592284,35964831.4043658,0.432334504199965,0.332509159520497,0.537244889244089
376.672220129518,15143949087.2338,1077866336.76079,659704271.281557,793747198.044762,775304329.44566,36257398.8520799,0.489798655590459,0.36540164417378,0.426471673280381
458.349789987641,14500755151.1812,1120753088.31674,702059701.404546,790342201.079586,964573000.770476,45799642.158214,0.45561850294435,0.380022927214219,0.384285788980531
355.304648987418,14237682825.6612,1178390073.84339,762512571.498011,802166588.174146,918647236.193512,41921043.8807773,0.376727829736359,0.355670459073626,0.356931470396702
435.112435156189,12838685562.6987,1110013725.07105,572875179.490445,885571981.470227,847619852.931432,44340816.6728672,0.501528257872329,0.435682225526914,0.426555626194515
315.551742064462,12906941811.0959,1247885118.97089,540908073.618016,942077356.923531,912940822.814071,48342625.8109334,0.375425970029653,0.364645625993762,0.382458721391199
518.103343546605,15252641667.1041,1250564255.33471,541754773.691204,819208031.334538,877184521.698558,46912758.6481251,0.454023380738817,0.398097342243674,0.345745990953865
387.178452059172,12929488806.5119,925692710.418153,636642830.341056,883720932.114633,904773639.041344,36632322.9651512,0.519653889398552,0.385026674074443,0.421990627680515
402.300083890662,13720765892.5285,906662706.099024,588559724.002687,788030139.16775,813454198.752949,37381665.3257334,0.442082882994943,0.29750195062515,0.476943979884476
422.255571882173,14061696166.5073,1095191999.78928,557508309.115821,947039284.237549,889741628.1756,39249444.8859508,0.530109715385525,0.363638516714844,0.409377237163645
389.590609358827,12895194349.4762,975909788.685155,758908178.004966,1001772336.27896,929486699.033915,36955938.380277,0.426582642973091,0.36543293095059,0.469426598680846
347.917159678898,10807152165.2061,939755656.062223,626072654.596268,893121078.225436,942484973.602384,41719035.8031873,0.475578280776753,0.35428710778177,0.472497940102726
346.725456520041,14731048027.9016,1005739091.53172,585576682.392713,906995719.613352,995455050.441055,37545515.424395,0.525872761715946,0.396557324846948,0.432047848420893
393.545515931671,13783309736.8009,1065701455.28958,607262612.155368,863893157.898412,976245165.401049,48724237.3458732,0.488804904146476,0.364198663811939,0.462195780533312
408.735730601949,12638981499.1687,1203334138.82349,624470203.888466,871102910.830575,948217149.390521,43374703.6038647,0.423032614496381,0.365961038571698,0.428646623406579
380.027386925897,16459984947.0374,1002769561.06723,576553629.20242,798289118.771479,795869441.11037,41457154.1667894,0.454200920262147,0.428918697536576,0.424167423700653
358.665790800515,16349172981.8164,1234706280.01566,591954061.215013,730032687.966669,861660058.561231,41610586.9264184,0.479892387458603,0.362284712377115,0.454288853211328
417.11123225768,12327719260.7866,994831214.137317,560965230.504541,815838681.554594,872846532.359833,42322452.0399167,0.325537418156426,0.354999055359577,0.489046505677997
358.565927683629,15405530306.6123,1137514135.78101,604108993.673633,875166316.632931,760624933.199104,41912399.4876326,0.541904294573155,0.375658537216612,0.436799752186798
371.913152828893,14046498955.3057,1124548636.46759,631699742.843338,827442483.83641,880432175.065403,50823835.6382312,0.361534869577828,0.454935379312997,0.44968402097667
441.521904563233,11745121599.9637,1034167800.11217,589019383.163527,895816602.007359,751143463.239194,44263332.0241487,0.410360035775203,0.374462269801396,0.46337748115677
414.50890681685,15615336670.7522,1209582610.18302,566430045.506335,881578416.390173,816594874.564138,36682579.2497702,0.510189371094156,0.372001854385599,0.432611027214491
437.952277744157,14927678629.656,1137500966.58035,681614870.798963,939398823.059953,923375336.746902,39351606.890855,0.436572444930262,0.416346189583763,0.364885378092515
400.399473877095,11344006085.9487,1211167486.80007,658074846.851781,859584708.935098,895366797.234568,31760286.8077723,0.494140747468966,0.290441420977268,0.334111306661016
