rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta,L,W,T
325.187064677544,10134846775.4718,729144955.024657,339847840.542835,816894974.926193,27076774.2007063,464199891.758413,0.785558989265031,0.513377418587575,0.177602460505865,39.8589496735843,3.70588977303866e-07,0.583268401141246,0.231590182458238,0.00509646471222052
401.607838788449,13958208963.0867,1006364505.25285,307215744.929213,654200116.629978,24745083.2194401,662452194.190616,0.662808061960974,0.330828995203305,0.8984861378343,11.8155198446711,1.8961201489199e-05,0.578660776941988,0.20781140151809,0.00422961701014889
430.813247604016,15723933210.3058,1125921731.57535,399524755.36489,900168958.965489,30334902.8170144,391714864.736551,0.675391177336247,0.468468199903997,0.912132474239623,10.4011574779379,6.19615314162691e-06,0.577307598608467,0.206586272835736,0.00499596686977218
440.441014722997,13219159286.5736,943852915.17365,461181871.344137,630584094.553292,19007720.0260806,377021531.004542,0.30736689958792,0.456057666843741,0.101669393624755,99.5389727655092,9.23029672749542e-07,0.560712280195205,0.208356721634759,0.00421504159954418
414.969326684536,6332186684.56155,1035141426.6343,251414941.651155,752559663.881926,32654076.7866449,661552863.324357,0.293973053026484,0.746313427703679,0.0103366183433964,4.84473392532221,4.33373387570836e-06,0.573704114144501,0.223119280604138,0.00451019969876808
442.666823849084,12306988103.2135,1388192749.26787,556362315.116248,962903114.991595,21565157.3509611,733365056.977381,0.549540107015198,0.485229408584959,0.890475679184438,79.8960278812879,5.88453517301611e-06,0.57970906022144,0.210256449009273,0.00417111787592804
393.73795837543,8604388362.2292,748187688.337915,482745558.503888,1369793627.75598,31675061.8879426,453167653.919054,0.740032327987778,0.234826914747904,0.734957541696052,97.0598525086615,1.08365385219346e-05,0.581270948587178,0.224468186141169,0.00486199812104908
360.02955089566,11236252910.9978,1026956361.80039,468261013.010384,837967149.599866,29162841.8940282,525610807.09406,0.48448037239818,0.151845525116267,0.781931966588002,10.0606322362421,7.74751923558071e-07,0.581006679457666,0.211162185382682,0.00488893845889272
395.33629961865,12186029219.1417,539038221.939033,369810026.945755,624170420.04916,18887191.6665485,705527650.606158,0.109755050723052,0.933759848385332,0.187460806421686,26.6178838907639,7.88298165859554e-06,0.583145619061146,0.214856768653487,0.00491146803089243
422.941253648163,13576926736.1678,1076505823.91729,291406492.465491,58248039.5891229,30884976.1820533,539256837.621613,0.0923523387192016,0.00782029356933489,0.423109385164167,65.5573174937914,5.58309535135617e-06,0.582904266828769,0.2071011292725,0.00394004445827186
429.600034589288,7936768614.00905,1319136252.33525,272285806.688286,530779630.27146,20900866.8724074,372397324.12715,0.555737942719387,0.184433667757653,0.212030842532321,7.73468081126768,1.34471675828013e-05,0.576522293710346,0.223348825963639,0.00493604804702118
466.996313975272,12887930955.8219,855054952.139465,275558087.378186,868306433.126194,38207655.0836429,290278171.946216,0.154369805479272,0.381345204444472,0.161133971849361,75.8112431327419,1.10472005822348e-05,0.590519940649816,0.212854246931545,0.00486485045722176
400.344929947724,13531892104.5179,1025362572.12451,432865571.876231,1013422917.82944,26938205.9676209,406478718.717414,0.124872758719813,0.024434016050374,0.290185265130727,31.7520582899226,4.05891786910143e-06,0.586778772598858,0.213757094766146,0.00464758220206525
490.442986969165,18421407317.2939,1165804336.41477,379655280.452411,928687103.885505,29823241.6728271,725449455.322767,0.163569909784993,0.665987216411111,0.894389375354243,51.655820835127,5.0866822520901e-06,0.575421030564249,0.223660011123059,0.00443335288578892
385.67814384822,17975292410.9744,1253471180.98257,486792758.325388,532770493.466664,32661533.9821197,658878795.009644,0.0205357746581846,0.923675612620407,0.653699889008253,93.2613572048564,4.2467308073915e-07,0.578339633852304,0.208705932618697,0.00460555465981753
526.796232454185,17443530560.4709,1269244792.92419,382047977.305214,589467866.668087,32495610.4910686,467054870.002564,0.31742786365585,0.814539772900651,0.789073514938958,85.2263890343846,2.05259483057803e-06,0.577117041637967,0.212059822454622,0.0050019141290668
441.172043602254,24624961108.3126,1167416373.93084,223869164.197777,1174254654.89584,30756799.2152588,475319642.712779,0.725775267469453,0.370362686515198,0.841560087468206,73.4229691193313,2.77384213790489e-06,0.569193101731177,0.212647347710746,0.00434720174006668
413.576240826124,16101321042.0959,792616588.31238,504886035.764264,596077260.880799,22877482.9350496,471090970.382227,0.0216498146303065,0.910569988523029,0.800558656278811,74.5847484342721,8.45776517197126e-06,0.581535180667996,0.213106302852089,0.00481541741062246
415.407748185133,12615179838.1331,1296697553.57688,432145503.452004,559976513.342486,23252432.9518343,559064818.000695,0.0669462583977501,0.939398361884535,0.0181775336366957,68.3838613746355,7.38759291009981e-06,0.571082278233764,0.223796026545556,0.00521910867100673
431.87548968682,20206072846.3555,2205835758.08672,437428033.32676,319104763.602773,23153054.6516869,439884527.951257,0.676644678433539,0.988302262313286,0.766831387216594,33.6699264391476,4.2246790051773e-06,0.577814580049605,0.22291706159418,0.00514933878224255
412.879651620977,8735259325.66232,1438233085.77961,428499152.444399,703915466.146462,28275474.1490187,764821960.468368,0.886543861760306,0.454694864991908,0.413427289020815,21.77320683573,3.56729619328426e-07,0.583998927942759,0.224483511373149,0.00453092910133768
385.051326122383,13235854830.7657,1787012494.1846,486461251.643883,936895021.511386,36466402.8719584,147582580.778442,0.23644493264091,0.177123754498317,0.829643385697585,76.6921667935265,1.47906255364754e-05,0.584021536297104,0.214626786017004,0.00491579382030891
360.399303787792,7166645087.53772,673972374.939145,414750452.638647,608070681.496529,36250407.5084516,332453214.900644,0.906364323265215,0.628923938652318,0.101533888812312,39.0854752726355,2.57195417321222e-07,0.578574714407113,0.20480626343313,0.00472613989849946
425.819682167079,10881275327.5895,1865503306.15131,535271320.857975,733009825.921336,36213024.2070695,405081754.831496,0.730585361505707,0.646477432425814,0.833151985669295,39.8282228218775,6.31937917105236e-06,0.576043750696838,0.220193094601251,0.0044268331406888
459.369504488768,8740612933.90614,1264800184.23438,621253992.820974,770937346.425782,23592725.5105332,670828750.813382,0.0319226295039784,0.356868986182542,0.662653834287214,28.1501559148491,5.77824737004257e-07,0.587333800726585,0.218299742329674,0.00530352781459434
451.87266508993,14164839130.1063,1313055538.3581,469809831.418426,551006036.438328,22118030.650007,571119088.381061,0.588209385389494,0.366156800454938,0.806759544661106,50.3780785776156,1.90642038463575e-06,0.573446129418458,0.224035398078898,0.00437692431403659
551.127589985758,9703823974.99417,1191177652.24786,758061214.357238,489226788.441454,30313390.2146369,399466861.590628,0.97480166718489,0.651349532415353,0.231237816164352,40.349114312459,3.50809246783129e-07,0.587972332101684,0.200679658894276,0.00414181508337788
387.100227724259,10514596444.8909,945103044.585424,310822886.804689,651399174.764662,18647202.6706112,827513417.954657,0.686223462984041,0.893632695933602,0.0547917899197324,30.3661379717016,2.47407640980919e-07,0.584854872375925,0.222202781297902,0.00477672045596902
406.496654882212,15373015293.9993,1468206293.19314,708266404.314515,783083419.224839,9179372.13674204,889023677.41452,0.560713411044556,0.269091543530998,0.749018467641946,50.3887773460489,3.93232431061515e-06,0.583475028497955,0.214651699685954,0.00470625640987147
389.224061119817,8105755893.07009,1175197977.89809,388150749.049688,1013103711.25261,30727296.9330412,685671053.96169,0.896111351432604,0.59752657681783,0.88401673572382,94.3731541195791,2.50810763657968e-06,0.587211181688118,0.211627233809708,0.00502979800310506
462.928681397767,12663313056.7763,1057791155.87266,465165800.533792,753884985.812775,23155876.8889049,903470463.362234,0.653850592062588,0.0720515512206499,0.406726915089364,66.6931533207499,1.47394512405708e-05,0.59525425102593,0.217341450244226,0.00444024849857635
486.777295379731,11866526682.8523,1543048711.80535,379518667.08431,893696996.546193,40939292.7206055,617746450.937638,0.899713484535739,0.450393580652116,0.205672339463963,89.9650990509081,6.70194831731085e-06,0.579753162893345,0.216433440280773,0.00449602181387362
456.099310769348,8355825136.31841,1365467893.24211,485538092.670741,501408259.592183,24238803.2759402,518328845.550794,0.609629689675732,0.574737160856408,0.326042170922791,45.6424600851747,5.35329482432528e-06,0.579389608238473,0.218653571560454,0.00514595120399458
497.234940572781,14005789672.9465,771042932.470035,474565609.009368,725170171.540275,24096371.4838699,551203606.640745,0.515367219211572,0.657530542095911,0.950915198264959,72.2348514327498,1.26237820083371e-06,0.580450193892617,0.213986557652763,0.00466597553621289
451.063179955702,11084088557.8517,562739622.668478,124247857.152934,362390826.764276,24150407.3644566,480326230.77475,0.996850214574949,0.553541573495533,0.515458454840326,33.0682065990267,1.44888391962311e-06,0.583973161753058,0.231123746171271,0.00482705222545435
423.46030821546,5662864205.69717,1114889664.70372,514442277.556762,618081227.575726,29855020.3324343,765484957.672069,0.819422242231876,0.531889169492926,0.202075096548432,45.3893465680522,1.4349997826964e-06,0.581726907900119,0.215411366373417,0.00487466919432197
463.777438462688,13445497796.2095,1406618039.64941,438627215.487169,664729175.746576,26476902.1011607,628356882.442107,0.386389898592172,0.775554642250535,0.734271105685939,43.0277845074156,4.881296000209e-06,0.582687706813739,0.212663985365199,0.00466550333205831
500.317985413214,15309176758.1523,1507286830.66165,317334301.122644,626260979.770512,27891902.9406861,572185313.014246,0.217993798750154,0.571615725404089,0.12218915092342,67.1166232988653,3.16374223253889e-06,0.566564920814769,0.218279641373909,0.00472022164485411
355.836848166328,3261486152.9411,1105294759.05774,564371593.670049,786314505.20637,26423151.782648,711732396.806633,0.848709226458282,0.916821270253738,0.986968274783658,50.5133101798823,6.98028643984911e-07,0.580306590081969,0.202815690708842,0.00525945879266593
351.601125425472,12026381792.2691,1287603500.29812,551773396.877146,533013372.497369,32199419.8983211,602643076.350071,0.532623502474346,0.553887065791275,0.680065530083361,36.7189905317367,6.02020400120231e-07,0.582970176793505,0.214667476358209,0.00481821994493863
440.960587728117,18732260063.9198,1096961326.36827,292396780.922015,692409942.097856,22224684.4720054,532060019.66117,0.25728278476986,0.297555384151118,0.424858411704626,11.9207259421287,1.95507689495301e-06,0.574459590554443,0.206250034224163,0.00453734099127188
440.09751960753,8507810982.95672,1611911188.0556,220150716.320963,658122862.727852,14419447.4607553,529000991.233577,0.221184455939078,0.482671375396414,0.376011115924755,52.378003696587,6.77290809929339e-07,0.582714182576118,0.228303719887504,0.00550705801296279
343.916372750342,11834644422.5957,764121405.303365,180293275.957922,1276981384.49473,24179903.4326889,661486890.854748,0.22802832360045,0.370864718973405,0.890928821025695,85.6376907728261,1.27613639648658e-06,0.580354345032354,0.211968752238105,0.0049759634877394
404.114283243497,13430299957.5126,1596845399.72703,541965844.284621,806221535.634176,21051629.0224073,701468082.918121,0.321927183182924,0.403856711230207,0.548566299856964,4.87385927822667,2.54973040007231e-06,0.576572141111048,0.211342756052907,0.00438949345991335
399.909396439747,10641860911.8627,904373637.327386,384408144.782562,1544482320.19417,52578752.4578142,793004461.189052,0.287427267482543,0.50165910674669,0.761546185669647,76.2408048788714,2.83884577014733e-06,0.582238620179284,0.2160809009044,0.00459953920711366
453.594034097436,14062692739.8625,622285160.916712,422365568.359684,650478737.135791,10134587.3317177,354846198.324959,0.946230153519927,0.906443266510002,0.392684575974112,2.48552338448721,4.40457073397077e-06,0.566939725200007,0.215986833730378,0.00438328176144255
476.380581310829,15388713941.8395,695285189.801051,415797103.925998,804201714.725315,30079357.3678281,709791271.16909,0.594974298809596,0.96216103101126,0.185778263408578,19.3039815977027,9.64535474125797e-07,0.572670108723371,0.223146380667989,0.00448609853873416
444.382826906634,11230432478.9248,853762282.682635,221808729.980243,662940552.621305,24275065.3635174,495267330.481764,0.569358183284932,0.061401442290847,0.496288885639885,64.2315234585298,5.54065942867385e-07,0.583316647337516,0.20989537526714,0.0046997900978057
461.156174885578,15894459690.3825,1324581318.74,421904217.65655,485243904.278996,29859757.8298943,374794729.686108,0.699633767225763,0.725182355023387,0.229886078857496,57.6053456321354,8.36153872916504e-06,0.572511899959071,0.217740532874859,0.0055740048422384
414.801526778965,18756182535.5117,765887113.142746,372594119.857427,757510930.148632,10759317.1352535,690079441.095355,0.109861705750686,0.109742368593904,0.269883663704401,52.4637345396311,1.76332412599905e-05,0.576723444100396,0.215078948032526,0.00484512237431298
459.543368871029,10377044378.9753,980154595.077207,613258330.18709,1357367262.16288,27306024.8043834,505240865.688326,0.190986440697398,0.442529962202884,0.393411506367576,82.6573979042765,4.5161897687378e-06,0.580833987995722,0.211153945009793,0.00517133390656058
382.871747242841,9694341287.13266,829150767.597505,483719083.191803,820050142.548561,13243782.3230327,252489283.659035,0.789643703689691,0.364286869499794,0.53234993499891,71.1656705981267,1.10658054786171e-05,0.584464195625292,0.214440686959678,0.00458327045100878
389.248757389364,13248106748.2751,2204352855.51162,229364898.815448,842876696.073249,24207811.6789806,443605711.395061,0.424226709903306,0.728863868051374,0.498353582523552,80.8990267199045,1.03287523036422e-06,0.576200574872353,0.228151383929272,0.00491280977285246
377.88220200515,12850126844.0909,1773968220.61965,269225663.965097,691559803.515867,33837659.6748515,250137732.492453,0.403501388804361,0.934979086178052,0.479484545632482,23.1791611663117,1.24053920147532e-06,0.57997995999917,0.221423032151434,0.00495488534432839
462.15435852702,12666216801.4351,1530337868.44706,428721949.450945,1302167765.33372,13007983.6805243,516380753.761192,0.800920882057848,0.142509324923791,0.478474472902863,25.6835354179634,1.09449397025999e-06,0.579837510149173,0.220235708868827,0.0044759428214952
437.635729366545,7926834929.97353,849714737.877843,229001796.10783,247186680.71628,24818130.9092342,795805752.712325,0.877181749337097,0.784852427283024,0.464954283314534,81.3976926820934,1.25290536821211e-05,0.586938063742013,0.217718898463158,0.00462687941191891
422.81833372148,11047660222.8305,1354830523.64891,464321350.919214,926448593.10897,24006394.1599993,716575050.345066,0.00933251202776941,0.91502591173579,0.642741739133104,0.141905820240297,2.30038507203788e-07,0.570971821546713,0.207340157600111,0.00466509482113149
376.472034998391,11580682029.2116,587334836.93003,362053287.692077,989874793.236491,24721733.9972975,578098436.766753,0.488899786160604,0.220310100568633,0.226208640841286,53.6787804512826,6.6872785581717e-06,0.583979135775908,0.22337428087661,0.00510132815622745
411.100601211828,11343311958.8391,1431547698.74954,528853840.56805,428768548.571334,27559625.2771973,624661352.949105,0.999477858635892,0.980978160932146,0.127036942194857,23.2240145961793,2.22994899148251e-07,0.582104249480756,0.213974602399973,0.00500182753047072
447.802637028417,8408045433.12382,1116423514.93417,547167423.05723,757193877.351117,22564624.2301158,439820914.199133,0.283267898492137,0.133780499994423,0.685279684412687,90.9454555749395,3.3324831366308e-06,0.571207745711335,0.2197050358563,0.00496186576975444
458.078670853625,7722053257.22718,1419785151.0853,346918780.08262,620183684.851934,13864007.4415015,784736896.764255,0.831129575710113,0.156501846750202,0.457308720551409,61.8100496094381,1.46351340858854e-05,0.579366063200722,0.221287397787176,0.00511212387991605
477.817150282998,20295704358.3439,1358404180.49066,446690777.414316,882967152.035761,21883339.7056338,809763421.489397,0.401790917846999,0.406373321401127,0.386191138560912,60.9801823837955,4.31331763496756e-07,0.581111161801347,0.209235782840686,0.00439760083869993
373.506219163247,4429092270.63814,1066725396.09579,503699501.477638,588660245.091207,29910354.7676061,685635532.988501,0.556998261278609,0.262964033730157,0.68056620230445,23.3653145442385,1.63636704607962e-06,0.575587573442424,0.22476674690674,0.00520846539625913
403.03372990022,12344479155.7297,1617140562.29037,513552233.17805,1001643895.88701,18865228.8885677,621824895.930625,0.21928358818243,0.325806262734222,0.0959494166075845,74.7533661738303,6.28127648707688e-06,0.583225035633672,0.212116518815485,0.00455149819232788
431.496640444286,10607115024.9448,1260022870.79413,622234871.96894,1047624164.34551,22502151.5314626,619808803.803135,0.731407467972937,0.781374000275963,0.367285915131369,74.4867856241673,1.21776747976334e-05,0.582363974687419,0.20979596348673,0.00458669954699657
399.074397662669,7119090411.94381,786914025.113974,301020820.619624,595607878.902911,30498113.1249222,220818694.466118,0.333668180380295,0.229602531968198,0.936120177502068,68.3188784699983,1.67980003939674e-05,0.574007253021253,0.210976170267435,0.00462791064164156
413.808833817907,15794281167.8418,447298455.338995,500448954.946712,828890269.842485,23081401.4606699,713076653.728771,0.829914141021523,0.290462491547268,0.402554392063122,86.2057298433146,3.39241594725118e-06,0.573094097949325,0.213650821288654,0.00478603883165306
552.2078472158,9730605682.54879,1904184360.28397,541104764.770666,620981079.110989,25168869.817788,551916459.368988,0.700824730771237,0.74246975698728,0.757884150620785,38.9128763569227,1.44422535636377e-06,0.576259442696037,0.214565790197744,0.00482605146418418
456.83964912164,12397408991.4998,1620033237.42987,333466587.041379,851312333.242507,28249071.2305563,836358305.803285,0.148465022943408,0.619815927260871,0.260623679394421,44.5656211439575,9.75054786583518e-06,0.595717813052297,0.213879760734123,0.00482160938000026
389.55194121706,9898249633.0693,1180654355.8193,403308579.385606,1067803561.79691,41843850.7371929,416858315.021109,0.631930797977457,0.98523663941483,0.559477405987275,93.3591915842209,5.51717052885366e-06,0.58267917906392,0.219021887887888,0.00460020759605121
420.924519752176,13297082592.6916,1605630680.59076,369831448.49846,726659838.104086,44511641.8069935,506115979.471459,0.961964657805326,0.746105469418888,0.662516098435082,52.331331841201,6.61939897902654e-07,0.574500112089604,0.218686527196011,0.00481125231862654
504.909093618937,12446569277.5633,647819352.039878,474593581.920145,768815117.577763,21551300.4209622,677272001.734794,0.281820237560867,0.880066259726056,0.444330358699235,75.5914120907961,3.2182720039836e-06,0.581990406624326,0.205670834609666,0.00464628465270011
464.281769014403,7822233607.39536,1663971049.99727,603019084.509145,281126936.395779,24623393.5682809,474581452.108793,0.407730161772637,0.108046036615559,0.459875628942314,45.088275367583,2.53110794627518e-06,0.578754252976227,0.2070486199116,0.00474037752917201
467.845726132924,14033970561.6367,1681451416.27657,328107465.184946,552345791.513603,25259616.2670287,834828863.055555,0.168690278712271,0.751694590854687,0.3683508416288,94.1817795239884,2.16458715768434e-07,0.579572368954301,0.207769836828779,0.00460155932990869
466.916804344815,12481077151.0713,1238108857.72675,510299665.834303,1012803917.10057,17645717.0337806,823445691.04832,0.864622012533553,0.0559525294070209,0.81685517377385,52.8922466328429,4.89475678321406e-06,0.581379473288582,0.218041338200982,0.00477455854638718
383.751634076496,12152236623.499,1526255665.0623,547781771.158709,726909109.460899,11542453.7044996,395862734.354899,0.207031948073074,0.775027813981967,0.914187821243774,78.25506477103,7.80006798496244e-07,0.579859210981877,0.220972434720271,0.00457284345082512
356.322924019814,17770993440.1263,1303905682.10948,277979580.606944,620673960.396766,19691007.7790086,795497758.55059,0.465662408365111,0.279039187274615,0.675375318416595,90.366452636354,1.31244705700022e-05,0.581447149591748,0.213692711826274,0.00465461163159886
447.058330856681,9013054159.37736,1281015152.43781,293111381.533856,608593274.272064,20860085.5513738,442518409.030384,0.538525574469021,0.282205164558222,0.975957517879964,3.64255155254801,8.98502193710364e-07,0.579321613497583,0.219379303469035,0.00535828448279363
529.050510117784,10273112332.7089,1005077650.29631,265465110.905782,923190867.001193,9542464.6316147,448507062.696946,0.827142322836315,0.339986206482169,0.84671095888053,24.6069567106098,2.91080089912794e-06,0.571980197228725,0.216789133466103,0.00416543525591169
470.473434775825,4859056963.18371,531332900.379677,189123185.450806,935639830.916507,29160460.6284811,465665281.528879,0.243647912616785,0.104822212658895,0.858352760228758,69.8199766179566,5.86832640831887e-06,0.584972993931772,0.211495921168416,0.00430515065533257
443.306865824829,12119726244.8142,864256572.120046,488242654.148188,562066244.41329,17639140.6220971,399885780.361048,0.427792595548456,0.2671940572742,0.753736074133061,89.8376325005631,5.72687974283864e-06,0.575903187323726,0.220296994945745,0.00481006804379664
415.405602344489,15271467109.8208,879469300.707211,438199516.390709,1058205220.99982,24520349.6750819,440641047.323798,0.795954985556127,0.233373768071567,0.600838938434792,11.2462378383286,2.15060822314904e-06,0.582146089642448,0.215409474384023,0.00483543598694556
507.775829351328,15343803118.8716,1205659352.70513,377381552.443689,863971868.802646,34243816.8358533,592609089.138632,0.0918718332714995,0.402088619037046,0.295180804029962,30.6496779026379,3.25201288098828e-07,0.577280079004208,0.209904795985711,0.00519338226726737
445.971126366376,8228439635.07247,910720632.495789,432742330.357652,988304723.463078,11534687.5484128,908556243.084492,0.575183612467853,0.606217932572783,0.214445740415978,51.9932255056438,1.90283712008868e-05,0.579580890544606,0.214330882683221,0.00450559597553215
425.288954369668,14515193005.2636,1040521391.98644,353487384.524386,668416335.493755,30403550.6351281,448127571.511633,0.123693456864363,0.820996478991022,0.637897620011436,1.61198018822152,1.23862331594119e-05,0.583664807478762,0.221200126052206,0.00425072404373572
427.015998157762,12409027746.8488,1307458655.35047,515024891.843584,1086862996.69567,23956589.0544055,283669019.124189,0.0440791284676966,0.686720018480803,0.733772904933592,43.7172437244658,1.15002645123772e-06,0.574769840527988,0.20819105248054,0.00505875660710718
513.193653845128,10621016701.3437,1139229835.98437,301719716.262926,563781367.307869,21447773.7380769,892585990.582725,0.0303890236611514,0.753200532708854,0.700042669529619,21.4512246163991,4.57972464276625e-06,0.583073796268793,0.206777971499755,0.00467367975427708
432.541723556859,16126269382.0133,1254703471.74267,550971724.796017,719655035.118054,20943284.1011869,583277326.734888,0.856251116146682,0.584201224536599,0.373578782679898,22.1694546768398,5.48299981320152e-07,0.586327192958538,0.212699118105945,0.00448684966607097
432.138644824889,10827483970.057,1323761280.99022,236475129.918695,1041520347.48045,29800190.7128985,312707153.901057,0.0568131809736324,0.585746995234228,0.174155244434031,72.861066056631,2.34213592476932e-06,0.562859905234881,0.218840436993356,0.00459891879229469
383.41935514862,14969379253.4022,1380155251.42537,577772897.70101,546070501.234633,19016861.0109267,645458689.172121,0.298815410107022,0.703969078651195,0.381610875988882,56.7684997801487,1.1933062253198e-05,0.59082328718499,0.221095652178496,0.00474992608280496
464.949045200874,14076664720.3831,1707602420.26316,653251821.532419,321208187.661628,12126263.402959,426692501.120608,0.340478310765433,0.138120403050086,0.507798955352603,85.665647689169,1.17397062841624e-06,0.575464064848929,0.210124849768888,0.00500086450583356
453.852866885191,12775938429.1287,1131023981.84841,414451644.052446,848291688.449391,22556944.4452942,403274430.15691,0.466512012381487,0.498104487122709,0.487430654415445,22.9468774748017,2.96574946330542e-07,0.582895407149941,0.214646447301027,0.00500568664306615
384.700368087191,18372356294.305,1135610479.48198,538491868.440069,823898956.377995,40502386.3453543,754091739.24962,0.231095363111135,0.527433962776634,0.724991961357239,60.7415791144935,3.0044355162686e-06,0.579162504269161,0.205352785507586,0.0048772054924592
